title,time,click,content
"
                    [스캠주의] 슬랙봇을 이용한 가짜 사이트                    ",07-09,3092,지난 몇일 동안 여러 ICO 토큰들의 슬랙 봇을 이용해 대량의 스캠 메시지가 나갔습니다.특정 토큰 한두개 아니라 매우 많은 토큰 슬랙 봇이 해킹된 것 같습니다.지갑에서 가서 본인 토큰 확인해보라는 식의 메시지는 다 사기입니다. 가서 클릭하면 보유한 토큰 다 잃어 버릴 수 있습니다.사기 메시지는 이런 식인데 토큰마다 좀 다를 수 있습니다.어떤 이멜이던지 지갑사이트로 보내는 링크는 절대 오픈하지 마세요
"
                    5월 19일과 21일 코인원 가격 급등시 거래내역 구합니다                    ",07-09,1773,안녕하세요 이더를 믿고 이더에 올인한 사람입니다 다름이 아니오라 지난 5월19일과 5월21일 코인원에서 가격 급등이 있었습니다 19일에는 13-14만원대에서 16만원대까지 급등이 있었고 21일에는 17만원대에서 21만원대까지 급등이 있었습니다 제가 가진 증거 자료는 21일건입니다 그랬더니 체결은 23시 29분대에 이루어졌고 취소는 23시55분에한걸로 나오더라구요 이렇다면 거래취소로인한 미체결은 아니다라는게 명백하여 다시 코인원 콜센터와 통화하였습니다 첫번째통화에선 4시전에 본사에서 전화가 가도록하겠다 였고 안와서 다시전화하니 이전화를 끊으시면 바로전화가갈거다하여 끊었더니 전화가 오지않았습니다 세번째 전화를 하니 제문제와관련하여 본사에서 보상관련회의를 하느라 전화가늦었다며 지금 회의가 끝났으니 곧전화가 갈거다하여 끊었으나 전화가오질않았고 이에 콜센터로 다시 전화하니 업무시간이 끝났더군요 ㅠ 완전 바보취급당했습니다 위통화내용은 제가 모두 녹취하여 가지고있습니다 도저히 안되겠다싶어 어째저째 알게된 코인원 차@@대표 휴대폰으로 전화하며  문제해결을 요청하였으나 콜센터로 전화하라고만하곤 끊어버렸습니다 이후 코인원채팅창을통해 전화요청을 마구마구했습니다 물론 메일도보냈구요 그랬더니 갑자기 코인원에서 전화가왔습니다 물론 녹취했구요 이번엔 전화가와서 하는말이 그날접속자가많아 실제거래가 이루어지지않았다는취지의 이야기를하더라구요 그래서 제가 21일건 체결 내역이 있다하니 그거보내주면 바로 전화를주겠다하다군요 그래서 메일로 즉시 보냈습니다 그이후 전화준다던 여직원은 전화가없었습니다 금요일이라 그이후 통화가안되었구요 그담주 화요일 콜센터로 전화하니 여러번 바로 끊겨버리더군요 몇번의 시도 끝에 콜센터와 연결? 도자마자 더이상 상담해줄께없다며 말하기도전에 끊어버리더라구요 이것도 녹취했습니다이리하여 너무 억울한 나머지 증거자료른 좀더보충하고 저와비슷한 피해를보신분들을 모아 강력한 대응책을 마련하고자합니다 1. 5월19일 급등시 15만 후반대나16만원대 거래체결이 이루어지신분들있으면 체결기록을 부탁드립니다5월21일은 23시 29분대 근처 거래 내역이면 좋겠습니다. 20만원대이상에서 거래체결되신분  체결 기록 부탁드립니다 2.  저와 비슷한 사례나 기타 피해를 보신분들 제에게 메일이나 댓글부탁드립니다 물론 증거자료가지고계심 좋을듯 합니다 3. 위 사례와관련하여 법적 조언을 주실수있는분계시면 도와주십시요 나하나가 참으면 제2의3의 피해자가 계속 나올것입니다 지금 뚜렷한 관계법령이 없는것을 이용하려는자들이 있을것입니다 이제 다같이 뭉쳐서 같이 한번 대응해봤으면 합니다 많은참여부탁드립니다메일주소구요km4273395@hanmail.net 이글을 본 코인원 직원분이있다면 위 체결내역이 진실인지 거짓인지 확실하게 밝혀주시기바랍니다 단 증거자료를 들고요 말로 하지말고아래 자료는 21일 체결 내역과 코인원에서 보내준 제 거래 내역 취소 시간입니다.
"
                    ##Slack Bot을 통한 Phishing websites 경고                    ",07-08,3116,slack으로 스팸 메세지가 도착하였습니다.해당 메세지의 주소로 이동하여 지갑을 열면 캐쉬랑 자동저장 히스토리가 빠져나갑니다.전 이미 당했습니다.. ㅠ.ㅠ ICO 참여했던 것 까지 다 털어갔네
"
                    요동치는장 힘내세요,....                    ",07-08,1938,마음 편안하게 갖으시고 즐거운 주말보내세요...코인마켓캡에서 시세를 확인하니 전부 마이너스네요~^^.저의 판단으로는 전혀 염려하시거나 동요될 필요가 없습니다.~^^.장기적으로 우리사회는 현금없는 사회로 가고있으며 일본 유럽 호주 등이 가상화폐를 법정화폐로 인정하는 등 전세계가 가상화폐에 대한 파이가 커지고 있기 때문입니다.~^^.지금보다 가상화폐의 시총이 더 커지면 커졌지 작아질수는 절대 없는 구조로 나아가고 있습니다.~^^.단기적으로 호재와 악재로 등락이 있을지언정 중장기적으로봐서는 현금없는 사회로의 흐름이란건 막을 수 없기 때문입니다~^^.비트나 이더가 망할수 있을까요?이미 비트는 가상화폐의 기축통화입니다. 실물통화속의 달러의 역할을 하지요.~^^.이더는 어떤가요?비트보다 후발주자이지만 비트보다 개선된 플랫폼으로 여러 분야에 융합 적용이 가능하여 제4차산업혁명시 꼭 필요한 가상화폐로서의 역할을 하게 될 것이지요.!다시한번 말씀드립니다. 전혀 동요될 필요없습니다. 흐름을 이해하고 그 흐름에 동참할수 있기만 하면 됩니다.~^^.1년 2년뒤에 두고보십시오~^^.지금의 시세는 우스울 것입니다.~^^.단 8월1일 비트코인의 segwit 과 Segwit2x 싸움에서 비트코인이 2개로 갈라질까 하는 불안감에 전체시장을 많이 위축시키고있는것은 사실입니다~^^.만일 비트코인이 소프트포크를통해 트렌젝션 ID만 별도 체인으로 분리하고 블럭size를 1M로 유지(Segwit) 하면서 비트코인이 안정화되고....이더리움이 pos전환과 메트로폴리스 샤딩이 조기에 해결되다면 그 시기는 더욱 빨라질것입니다.~^^.우리회원님들 힘내시고 너무 염려하실 필요는 없다라고 생각하시고 마음편히 갖기를 바랍니다.~^^.즐거운 주말보네세요~^^.
"
                    블럭체인과 클라우드 컴퓨팅                    ",07-07,2584,블럭체인이 클라우드 컴퓨팅과 경쟁관계로 보이는데요...이들이 서로 경쟁하겠지만 이들의 장단점에 대해서 혹시 의견이 있으신가요?
"
                    ICO token 현황 질문                    ",07-07,2381,"안녕하세요?비가 많이 올듯 하니.. 회원님을 안전과 건강 챙기시길 바랍니다.몇일 전에 ICO 했던 TenX가 Bittrex에 상장된다는 이야기가 있던데..또 다른 ICO player이었던 ""Status""의 현 상황이나 plan을 혹시 아시는 분 있는지... 궁금해서 글 올립니다.항상 건강하십시오~ 꾸벅."
"
                    EOS 펀딩 ETH 대량매각 징후                    ",07-07,4270,
"
                    crytocurrency의 기본적인 부분중 궁금증이 있습니다                    ",07-06,2529,안녕하세요~ atomrigs님의 글에 용기를 내어 글을 써봅니다. 일단 글을 쓰면서 생각정리하는게 말씀하신대로 좋아보입니다.제가 궁금한것은 아래의 것들입니다.답변주신다면 정말....감사드립니다.1. 마이닝을 통해 ledger가 정리되고 그것을 비트나 이더로 보상하는 것으로 알고 있습니다. 그렇다면 채굴이 더이상 불가능한 시점 모든 비트나 이더가 마이닝됐을 시점엔 무엇으로 마이닝에 대한 보상을 하나요?2. 외장usb 지갑에 넣어놓고 그 usb를 잊어버린다면 해당 비트나 이더는 영원히 없어지는건가요? 만약 없어진다면 소멸에 의한 공급부족으로 가격이 계속 상승하지않을까요?3. 채굴에 대한 보상이 없는 crytocurrency도 있나요? 있다면 어떤 원리로 ledger정리가 되나요?
"
                    이더리움 채굴량 급감으로 Zcash 어떤가요?                    ",07-06,5261,이더리움 채굴량 눈에 띄게 줄어서 POS 기다리면서 가만히 있는게 좀 잘못된 판단같기도 합니다.(위탁)채굴 시작한지 얼마 안되서 그런데요.Zcash라는게 비트로도 이더로도 다 교환된다고 하는데 Zcash는 채굴난이도 별로 안오른것 같아서..여기서1. Zcash캐서 이더로 바꾸는게 더 나을까요?2. 모든 암호화폐는 서로 교환 가능한가요? (수수료 지급하면)예를들어 대시에서 이더나 비트로 리플에서 이더나 비트로요.그럼 아시는 분 부탁 좀 드리겠습니다.감사합니다^^
"
                    글보상은 글쓰기에 얼마나 도움이 될까?                    ",07-06,1763,
"
                    비트코인 진영의 이더리움 비판에 대한 비탈릭의 반론                    ",07-06,16541,비트코인 개발자들이 이더리움에 대한 비판하는 내용들에 대한 비탈릭의 반박입니다.EIUC 가 비트쪽에서 이더 까는 주장들이고 Us 는 비탈릭의 답변입니다.: We don't agree but if you want decidability here's a decidable HLL on top of ethereum that gives you that:우리는 그렇게 생각하지 않거든. 하지만 네가 그런 결정성을 원한다면 이더리움에서도 할 수가 있단다. 차세대 컨트랙 언어인 바이퍼 언어가 있단다.: Sure but it's you're missing the whole point of why a richly stateful model like ethereum can do things that a UTXO model can't. Moeser-Eyal-Sirer wallets to start off. Then we can talk about advanced state channel constructions like ENS auctions and so on and so forth.그래 하지만 이건 튜링 완전성에 대한 것이 아냐. 넌 말이지 왜 이더리움과 같은 완전한 스테이트 모델이 UTXO 모델이 할 수 없는 것들을 척척 해낼 수 있는지 핵심을 하나도 이해를 못하고 있는거야. Moeser-Eyal-Sirer 지갑부터 말이야 ENS 옥션들 그리고​ 진일보한 스테이트 채널 등등 이런 걸 가능하게 한단 말이지.(역주: Moeser-Eyal-Sirer 지갑은 비트코인에 제안한 개선 아이디어 안전금고 같은 개념이었는데 비트코인에서는 거의 구현 불가능이라는 점을 비탈릭은 비꼬고 있는 것임 ): We can do smart contracts too!우리도 스마트 컨트랙 할 수 있거등!: Smart contracts are useless!그럼 스마트 컨트랙들은 불필요한 것이지 뭐!: ENS auctions have users. Contracts for token sales that implement logic like funding caps have users. Multisig wallets with single-sig daily withdrawal limits have users and have been a substantial convenience boon for the ethereum foundation itself.ENS 옥션은 많은 유저들을 가지고 있지. 펀딩 캡 로직 같은 걸 가진 토큰 세일 컨트랙들도 유저들이 많지. 하루출금량을 정해놓은 멀티시그지갑들도 있고 우리 이더리움 파운데이션 에서도 많이 활용하고 있단다.: Ethereum can't scale!이더리움은 스케일링이 안되잖아!:by 40%얘들아 개스리밋 40% 올려줘라.(역주 최근에 마이너들이 개스리밋을 올려서 이더리움 네트워크 트랙재션 용량이 40% 가량 상승되었음. 추가로 더 올라가고 있음. 그리고 PoS 도입이후부터는 비약적으로 확장되고 이후 샤딩이 완성되면 사실상 스케일링 문제는 해소됨): No we mean technical capacity! Like that chart that shows geth nodes take up 150 GB.기술적인 용량말이야 너네 geth 노드는 벌써 150GB나 차지하고 있던데.. 하하..: First of all that 150 GB is only true if you full-sync; fast syncing gives you 15 GB. Second this can be handled with state tree pruning and if you want it now the Parity client already has it and takes up only ~10 GB. And by the way we have a really nice light client that you can run instead of a full node and it has basically the same functionality and thanks to Merkle Patricia state trees it can even directly verify the state of any account without any need for interactive protocols or centralization.풀 싱크로 걸면 150 GB 가 되지만 패스트 싱크 걸면 15GB 밖에 안돼. 패러티 쓰면 10기가 정도로 줄고 라이트 클라이언트 쓰면 이더리움의 특징인 머클 패트리카 스테이트 트리 때문에 전혀 싱크없이도 기본적으로 같은 기능을 가질 수 있어. 더구나 여기에 어떤 중앙집권화된 조직이나 인터액티브한 프로토콜 조차도 필요없단 말이지.저 링크가서 봐라. 내가 이미 해답을 적어 놓았다. 공부좀 해라.: But it's not cacheable!하지만 이건 캐시가 안되잖어.: The version of EIP 648 with full-length address prefixes. And by the way cacheability only helps reduce stale rates not initial sync times and we have an alternative technique to mitigate the practical impact of stale rates namely the uncle mechanism. And when full proof of stake hits it'll become okay to have block processing times that are much longer as long as they can reliably stay under 100% of the block time and in that case cacheability isn't really all that beneficial in the first place.별 문제 아님 ㅋㅋ: Proof of stake is fundamentally flawed! Nothing at stake! Stake grinding!PoS 근본적으로 엉터리 잖어 Nothing at stake Stake 그라인딩:공부좀 해라. 멍멍아: It's still not scalable enough!그래도 스케일링 안된다고...:And so on and so forth.샤딩이야기 안했던가?추가사항Adding:: But Bitcoin can do vaults with some fancy thing we're building in Elements Alpha!비트코인도 Elements 알파에서 그런 팬시한 기능을 가진 금고를 만들 수 있거등: Sure but nowthe one talking up hypothetical features that may or may not ever get implemented due to politics to counter stuff in Ethereum that works now and by the way I looked at the code for doing that even with the feature and it's quite ugly. I'd rather have a clean simple 15-line Solidity script withandthat anyone can understand and audit.그렇겠지 건데 말이야 이더리움에서는 이미 작동하고 있는 것을 너네는 이더리움을 상대하기 위한 정치플레이 땜에 이게 임플리멘트될지 말지도 모르는 그런 가상적인 기능을 이야기하고 있는 것이지. 그리고 그 기능을 구현한다는 코드를 봤는데 진짜 어글리 하더구나. 그냥 15줄 짜리 솔리더티 코드로 심플하고 클린하게 짜고 말겠어 그럼 누구나 이해하고 검증할 수 있겠지.: Smart contracts are not for noobs noobs will inevitably screw them up. Smart contract programming should only be done by teh elite experts with mad computer science skills and such experts don't need that kind of user-friendliness.스마트 컨트랙은 초보자를 위한 것이 아냐. 초보자들은 필연적으로 다 망치게 될 껄. 스마트 컨트랙 프로그래밍은 오직 미친 컴퓨터 사이언스 기술을 가진 테크 엘리드들에 의해 작성되어야 하고 그런 전문가들은 유저-친회성 같은 것 따윈 필요치 않어.: Even if it is true that only teh elite experts should be coding contracts (i) a model that's noob friendly is still superior as it'll make it easier for experts to understand too and (ii) noob-friendliness is still crucial because it greatly expands the set of people who can audit a given contract and make sure it's doing what it says it's doing.설사 컨트랙 코딩을 오직 엘리트 전문가들만이 해야한다는 것이 사실이라고 하더라도 (i) 초보자 친화적인 것은 여전히 좋은 것이야 왜냐하면 전문가도 더 쉽게 이해할 수 있기 때문이고 (ii) 초보자 친화성이 매우 결정적으로 중요해지는 지점은 이게 주어진 컨트랙을 검증하고 의도된 것을 제대로 하고 있는지 확인해 줄 수 있는 사람들을 획기적으로 늘려준다는 것이지.(역주: 프로그래밍을 잘못해도 컨트랙을 읽고 audit 할 수 있는 사람들이 많아야 한다는 점을 강조함): Something something infinite rapidly growing supply.너네 코인은 무제한 적으로 계속 막 늘어나잖어.: Casper. Transaction fee reclaiming.캐스퍼를 함 봐라 트랜잭션 피를 리클레이밍하는 것도: But proof of stake is fundamentally insecure!PoS 는 근본적으로 안전하지 못해!: We already linked the FAQ that refutes all of that...저 위에 FAQ 링크 다시 가서 봐라. 말해줘도 안 읽어보겠지만.: You're centralized!너네는 중앙화되어 있~다~아!: Starts publishingso people can see what the decision-making process looks like. Spoiler: no it's not centralized.우리가 코어 개발자 미팅내용을 전부 공개해서 사람들이 어떻게 의사결정이 이루어 지는지 보게 하고 있어. 미리 스포일러 좀 주자면 이 과정은 중앙화 안되어있다.
"
                    이더스트롱 한재영님 단톡 방 주소 아시나요?                    ",07-05,2460,"이더스트롱 한재영님 단톡 방에 참여하려고 """"에 들어가보니폐쇄되었다는 메세지가 뜨더군요.어디로 가면 한재영님 단톡방에 참여할 수 있는가요?컴을 잘못하니 참 찾기도 어렵구요. 카카오톡 단톡방에는 스마트폰 말고 일반 데스트 톱 컴퓨로도 참여할 수 있는건가요?어찌하다보니 제 데스트톱 컴퓨터에 PC용 카카오톡이 깔려져 있긴 하더라구요.그럼 아시는 분 부탁 좀 드릴게요.감사합니다^^"
"
                    메타마스크 질문 입니다                    ",07-05,1731,제가 메타마스크 만들때 프라이빗키(마이이더월렛과 동일)는 따로 다운 받았는데 12words는 백업 받지 못했습니다.ㅜㅜ만약 지갑이 잘못 되었을때 프라이빗키만 있으면 복구가 가능한지요?그렇지 않다면 12words를 다시 받아 볼 수 있는지요?아니면 EOS코인이 조금 들어 있는데 마이이더월렛과 메타마스크를 제거 하고 다시 깔면 되는지요?
"
                    비트코인 SegWit2x 그리고 마이너들의 중앙집중화                    ",07-05,4570,"비트코인 스케일링 및 SegWit에 관해  님이 정리해주신  이 게시글을 먼저 읽어주시면 이해에 도움이 되실 것 같습니다.7월 1일 Jeff Garzik가 필두로 개발을 진행하고 있는가 릴리즈 되면서 커뮤니티는 여러 우려의 목소리와 함께 논란이되고 있습니다. Jeff Garzik은 과거 비트코인 Core 개발자로 활동했었던 사람으로 블록크기 문제의 갈등으로 Core팀에서 나온 개발자 입니다. SegWit2x은 Jeff Garzik 혼자 개발을 맡고 있으며 지금의 비트코인 Core 팀에선 단 한명도 개발에 참여하지 않고 을 보이고 있습니다.이번에 UASF를 지지하는 코어 개발자 가 나왔습니다.
간단하게 요약하자면루크의 리뷰에서 약간의 버그를 지적한 것을 제외하면 코드에는 큰 문제점은 없는 것으로 보입니다. 여기서 중요한 점은 2MB뿐만아닌 최대 8MB까지 마이너들이 한도를 늘릴 수 있게 해두었다는 점입니다. 따라서 사실상 SegWit8x 라는 주장이 나올만큼 논란이 되고 있는 부분입니다. SegWit2x는 이번 달 내에 버그픽스한 최종 버전을 릴리즈하고 현재나온 일정으로 7월 21일에 본격적인 시그널링을 시작할 예정입니다. 루크의 리뷰에서의 주장에서도 나온 말과 같이 비트코인 Core 개발진들은 '고 주장할정도로 블록크기 증가에 대한 문제점을 지적하고 있습니다. 그렇다면 블록크기가 늘어나면 어떤 문제점이 있을까요?SegWit2x는 2MB의 블록크기를 갖게 됩니다. SegWit의 서명 최적화(압축)으로 테스트넷에서 테스트해본 결과를 보면 대략 1.7~2MB정도의 압축률을 보여주는것 같습니다. 여기서는 편하게 2MB정도로 가정한다면 SegWit2x는 사실상 기존 블록크기에 비해 4MB 수준의 블록크기를 갖게 됩니다. 블록크기가 늘어나면 늘어날수록 비트코인 네트워크 보안에는 더욱 위협이 가해집니다. 관련 내용으로 어른아이(한승환)님의 게시글인 을 꼭 읽어보셨으면 좋겠습니다.
간단하게 정리해보자면1. 블록크기가 2배로 커지면 그만큼 장기적인 측면에서 완전노드(Full Node)에 필요한 용량도 2배가 됩니다. 블록체인 용량이 커지면 커질수록 저렴한 인프라로 구성된(예를들면 라즈베리파이와 같은 소형 PC) 노드들에게 유지하기 어렵게되는 영향을 미치게 됩니다. 블록체인 완전노드(Full Node) 용량증가로 네트워크 대역폭과 디스크 공간 측면에 대한 요구사항이 늘어나게 되면 앞으로 향상될 스토리지와 네트워크 기술을 고려한다해도 최상의 리소스를 유지할 수 있는 노드만 블록체인 네트워크를 유지하게 되는 노드의 중앙집중화로 이어질 가능성이 있는 매우 민감한 문제입니다. 정치와 이념 문제와는 별개로 이 문제는 네트워크 보안에도 큰 영향을 미치게 됩니다. 즉 탈중앙화가 훼손이 될 수 있습니다. (이미 비트코인의 블록체인 크기는 100GB를 넘어선지 오래입니다.)2. 블록크기가 커지면서 네트워크 전파 속도가 이전보다 더 지연됩니다. 더 많은 네트워크 요금이 부과되며 블록크기가 커지면서 네트워크의 낭비가 커지고 이체확인도 느려지고 고아블록이 늘어나게 됩니다. 비트코인은 마이너들의 네트워크가 거의 대부분 사실상 어마어마한 비율(대략 90%)로 중국에 있습니다. 중국에는 만리방화벽(Great Firewall)이라는 중국내의 황금방패(Golden Shield) 시스템을 이용해 중국망을 거치는 네트워크를 검열합니다. 이는 중국 내에서 네트워크 속도는 빠르지만 외부 네트워크 즉 중국을 제외한 세계 네트워크와 연결될때 수 초가 지연되게 됩니다. 중국의 마이너들이 블록을 생성하고 전파하게되면 중국 마이너끼리는 빠르게 전파되는데 외부 마이너들은 딜레이된 속도로 전파받기 때문에 블록 생성에 관해 상대적으로 중국 마이너들에게 유리하게 됩니다.3. 이러한 상황 속에서 네트워크 속도와 유지해야될 노드 비용과 채굴 비용이 증가하게 되면서 직접 블록을 생성하는 마이너가 줄어들게 됩니다. 실제로 현상황을 짚어보자면 직접 블록을 생성하는 마이닝풀은 계속 줄어드는 추세입니다. 앞으로 기존의 마이닝 풀들만 살아남게 된다는 가정을 하게되면... 즉  이미 그것은 진행되었습니다.4. 중국 마이너들의 중앙집중화가 진행되면서 그들 입맛에 맞는 평균 블록크기가 정해집니다. 현재는 비트코인 네트워크가 포화상태이기 때문에 1MB를 꽉꽉 채워 전송되고 있지만 블록크기가 늘어나면서 중국 마이너들의 입맛에 맞는 수수료 정책을 진행할 수 있습니다. 실제로 우지한(BitMain)이 트위터에서 언급했었던 현재 수수료(대략 1~3BTC)에도 불만을 표했던 적이 있습니다. 최근 비트코인은 반감기(2016년 7월)를 가지면서 블록보상이 12.5BTC로 줄었습니다. 이러한 블록보상 문제로 블록크기가 커지면서 빠른 블록 생성과 수수료 수익을 위해 블록을 꽉꽉 채우지 않고 중국 마이너들끼리 평균 블록크기를 담합할 수 있습니다. 이와 같은 문제는 비트코인 네트워크에 정말 위협이 될 수 있습니다.이미 비트코인은 중국의 손아귀에 있는 상황입니다. 이전에 작성하였던  게시글을 참조해보시면 아시겠지만 SegWit을 포함해 마이너들의 권력화가 빠르게 진행되고 있습니다. 우리 사용자들은 손놓고 보고 있어야만 할까요?얼마전 비트코인 레딧(Reddit)에 이런 글이 올라왔었습니다.  라는 주장으로 실제로 이 말이 맞다고 생각합니다. BIP148(UASF)는 중국 마이너들에게 대항하기 위한 중앙집중화에 반대하는 운동입니다. 그 운동에 대해 부수적으로 SegWit이 딸려오는 것이라는 시각으로 바라보고 있습니다. 어찌되었던 SegWit2x가 실패하던 성공하던 여부에 상관없이 UASF 등 비트코인은 SegWit 활성화는 불가피 할 것으로 보입니다. 아무래도 현시점에서는 SegWit2x가 성공할것으로 보이지만 항상 중국 채굴연합(우지한)의 급 태세전환을 경계해야될 것 같습니다. 체인 분리(Chain Split) 전쟁 등 앞으로 신경쓸 소식들이 많이 있을 것이며 급작스러운 이슈로 비트코인이 요동칠 것으로 보입니다. 저 개인적으론 체인 분리는 가장 최악의 시나리오이며 마이너들 역시 바라지 않는 시나리오로 보입니다. 다만 그들이 호재와 악재를 자유자재로 다룰수 있는 위치에 있다는 점으로 보아 시세를 조작하는 재료로써 이용한다고 생각할 수 있습니다. 스케일링 이슈는 앞으로 계속 논란이 될 것이며 우리가 매우 주목해야될 대목입니다.앞으로의 진행 상황에 대해  님이 정리해주신  글을 참조해보시면 좋을 것 같습니다."
"
                    집나간 이더리움                                    ",07-04,2258,거래소에서 거래소간 이더리움 이동 후 8일째 행방불명..내일이면 아마..9일짼가요..ㅎ점점 포기하게 되는데요..ㅎ한재영님께 개인적으로 카톡도 보내서 여쭤보기도 했지만(재영님은 빗썸에서 안 내놓고 있는거라고..하셨어요.ㅎ)아직도 안들어오는거보면..얘를 놔줘야 할까요.ㅠ컨트랙트 or 컨트랙트 지갑에서 입금시킨거라서 안들어오는건가...ㅠ혹시나 한번 확인해주실분 계신가요..다른 사이트들 보다 여기가 고수분들이 많이 계신거 같아요..ㅎ
"
                    이더스토롱 한재영님 생방송 주소 알고싶습니다.                    ",07-04,870,한재영님의 강의를 유튜브에서 열심히 보고 있습니다만 생방송 주소도 있다고 들었는데주소가 어떻게 되는지 알고 싶습니다...부탁 좀 드리겠습니다.감사합니다.
"
                    TenX ICO 참여 여부                                    ",07-04,37700,안녕하세요.혹시 TenX ICO 참여자분은 없으신지 궁금해서 글을 남깁니다.현재 hitbit거래소 프리런치상태인데 1PAY당 약 44$정도의 시세가 형성되어 있더군요.
"
                    빗썸에서 해킹 및 보이스 당한 분들 모아서 신고하려합니다                                    ",07-03,1325,빗썸에서 해킹 및 보이스 당한 분들 모아서 신고하려합니다.지난 주 빗썸 본사에서 관계자 만나고 왔습니다. 황당하더군요..- 해킹피해 상담을 본사 뒷골목 주차장에서 했습니다. 용역깡패같이 생긴분이 데려가는데 따라가야하나 싶더군요...- 해킹피해로 본사를 방문하신 분들은 아마 관계자의 의심스러운 표정을 제일 먼저 보게 되실겁니다. 표정이 딱 봐도 '이 새끼들이 본사까지와서 귀찮게 하네...' 입니다.- 빗썸측은 본인들의 해킹사실을 절대 인정하지않습니다. 경찰서 가서 알아서 신고하라 합니다.해킹 피해 사실 정도는 전산 상에서 조작해서 얼마든지 감출 수가 있습니다. 빗썸이 그랬는지는 알 수 없겠지만...판단은 여러분들께.피해 당하신 분들이 얼마나 계신가요?빗썸 해킹 피해자들을 네이버 밴드에서 모으고 있습니다
"
                    비트렉스의 start coin 에다가 stratis를 보냈습니다 . help                    ",07-03,3617,비트렉스의 start coin 에다가 stratis를 보냈습니다 . help이럴경우 어떻게 하면 되나요^^/도움 요청드립니다. 감사합니다.
"
                    ICO를 풍자하기위한 코인이 등장했습니다                    ",07-02,4892,"현 ICO의 세태를 풍자하기위한 DNT코인이 등장했습니다ICO만 하면 큰돈이 몰리는상황에서 DNT코인 Do Nothing Technologies""우린 아무것도 하지않겠다""라는 기치를 건 코인이 등장하였습니다.이팀은 절대 아무것도 하지않겠다라고 약속하고 있습니다. (아... )나름 마스터 플랜도 있습니다그들의 토큰이 투자자에게 전혀 도움이 않을것이라고 보장하며 모아진 투자금으로 스위스에서 람보르기니를 사고몇개의 주택을 마련할거라고 합니다.우린 정말 놀라운 세상에서 살고 있는것 같습니다. ㅎㅎ(공식페이지를 수소문했지만 아직 찾지못했습니다 )"
"
                    snt 받은거 전송은 어떻게 하나요?                    ",07-02,6827,마이웰렛이더에 수량은 뜨는데요... 어떻게 보내는지 모르겠네요...이더기반이긴 하지만 코인이 다르니 이더 주소로 보내는건 아닌거 같고 ..... 알려주세용
"
                    EOS 토큰 마이이더월넷 질문 드립니다. ㅠㅠ                    ",07-01,5495,제가 2일전에 EOS ICO에 마이이더월넷으로 참여하게 됐는데 잘 알아보지도 않고 무작정 Eos 지갑주소로 10이더 정도를 보냈어요 그리고 나서 잘 검색해서 레지스터를 하고 클레임올까지 진행 했는데 제 지갑에서 eos토큰이 0으로 나옵니다 ㅠㅠ 메타마스크에서는 실시간 반영 된다던데 그럼 마이이더 월넷에서는 클레임올 한 시간 기준으로라도 반영이 되어야 하는게 아닌가 해서요 토큰 개수가 0으로 나오니 너무 불안해서요 ㅠㅠ 이러다 10이더 날리는거 아닌가 하는데 이게 맞는건지 질문드립니다 ㅠㅠ 좀전에 첫번째 5일간의 펀딩이 끝났는데도 제 마이이더월넷엔 EOS개수가 0입니다.혹시 펀딩이 끝나고 클레임올을 해야 하는 거였나요? 아~ 너무 불안합니다.EOS ICO 참여하신 고수님들 답변좀 부탁 드려요 ㅠㅠ
